"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"Aeromagnetic survey of the Salton Sea geothermal field, southeastern California","Griscom, A; Muffler, L J.P.","15 GEOTHERMAL ENERGY; GEOTHERMAL FIELDS; MAGNETIC SURVEYS; SALTON SEA; GEOTHERMAL EXPLORATION; CALIFORNIA; EXPLORATION; GEOPHYSICAL SURVEYS; IMPERIAL VALLEY; NORTH AMERICA; USA; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; (United States); Journal Volume: 3:2","","Medium: X; Size: Pages: 129","","","","Journal ID: CODEN: BUGMA","","","2009-12-16T00:00:00Z","5138841","https://www.osti.gov/biblio/5138841","","Geol. Soc. Am., Bull.; (United States)","","3:2"
"Influence of geothermal temperature gradients upon vegetation patterns in Yellowstone National Park","Sheppard, J S","15 GEOTHERMAL ENERGY; THERMAL WATERS; BIOLOGICAL EFFECTS; YELLOWSTONE NATIONAL PARK; GEOPHYSICAL SURVEYS; GEOTHERMAL GRADIENTS; GEOTHERMAL EXPLORATION; HEAT FLOW; PLANTS; BIOMASS; ENERGY SOURCES; EXPLORATION; PUBLIC LANDS; RENEWABLE ENERGY SOURCES; TEMPERATURE GRADIENTS; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Drilling; (United States); Journal Volume: 32:3","","Medium: X; Size: Pages: 1403B","","","","Journal ID: CODEN: DRILA","","","2009-12-16T00:00:00Z","5138842","https://www.osti.gov/biblio/5138842","","Drilling; (United States)","","32:3"
"Mineralization in the Broadlands geothermal field, Taupo volcanic zone, New Zealand","Browne, P R.L.","15 GEOTHERMAL ENERGY; BROADLANDS GEOTHERMAL FIELD; MINERALS; ABUNDANCE; ANTIMONY; COPPER; COPPER ORES; LEAD; LEAD SULFIDES; MERCURY; MINERALIZATION; PRECIPITATION; PYRITES; SILVER; ZINC; ZINC ORES; ZINC SULFIDES; CHALCOGENIDES; ELEMENTS; GEOTHERMAL FIELDS; INORGANIC PHOSPHORS; LEAD COMPOUNDS; METALS; ORES; PHOSPHORS; SEPARATION PROCESSES; SULFIDES; SULFUR COMPOUNDS; SULFUR ORES; TRANSITION ELEMENTS; ZINC COMPOUNDS; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","Victoria Univ., Wellington, NZ","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Pap. Proc. Gen. Meet., Int. Mineral Ass. (7th), 1970; (); Journal Volume: 2","","Medium: X; Size: Pages: 64-75","","","","","","","2009-12-16T00:00:00Z","5138252","https://www.osti.gov/biblio/5138252","","Pap. Proc. Gen. Meet., Int. Mineral Ass. (7th), 1970; ()","","2"
"Geothermal: Earth's primordial energy","Bowen, R G; Groh, E A","15 GEOTHERMAL ENERGY; 29 ENERGY PLANNING, POLICY AND ECONOMY; GEOTHERMAL ENERGY; EARTH PLANET; ECONOMICS; ENERGY CONVERSION; ENVIRONMENT; GEOLOGY; HEATING; CONVERSION; ENERGY; ENERGY SOURCES; PLANETS; RENEWABLE ENERGY SOURCES; 150100* - Geothermal Energy- Resources & Availability; 299002 - Energy Planning & Policy- Geothermal- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Technol. Rev.; Journal Volume: 73","","Medium: X; Size: Pages: 42-48","","","","Journal ID: CODEN: TEREA","","","2009-12-16T00:00:00Z","5297019","https://www.osti.gov/biblio/5297019","","Technol. Rev.","","73"
"Soil solution and stability of clay minerals","Kittrick, J A","15 GEOTHERMAL ENERGY; CLAYS; CHEMICAL PROPERTIES; KAOLIN; MONTMORILLONITE; SILICATES; SILICON OXIDES; SOILS; SOLUBILITY; SOLUTIONS; STABILITY; CHALCOGENIDES; DISPERSIONS; INORGANIC ION EXCHANGERS; ION EXCHANGE MATERIALS; MINERALS; MIXTURES; OXIDES; OXYGEN COMPOUNDS; SILICON COMPOUNDS; 152003* - Geothermal Data & Theory- Rock-Water-Gas Interactions","","","","Coll. Agric., Washington State Univ., Pullman, WA","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Soil Sci. Soc. Am., Proc.; (United States); Journal Volume: 35:3","","Medium: X; Size: Pages: 450-4","","","","Journal ID: CODEN: SSSAA","10.2136/sssaj1971.03615995003500030033x","","2016-05-19T00:00:00Z","5168548","https://www.osti.gov/biblio/5168548","","Soil Sci. Soc. Am., Proc.; (United States)","","35:3"
"Graphical representation of sulfide-silicate phase equilibria","Froese, E","15 GEOTHERMAL ENERGY; IRON SILICATES; PHASE STUDIES; IRON SULFIDES; MAGNESIUM SILICATES; OXIDATION; PHASE DIAGRAMS; SULFIDES; ALKALINE EARTH METAL COMPOUNDS; CHALCOGENIDES; CHEMICAL REACTIONS; DIAGRAMS; IRON COMPOUNDS; MAGNESIUM COMPOUNDS; OXYGEN COMPOUNDS; SILICATES; SILICON COMPOUNDS; SULFUR COMPOUNDS; TRANSITION ELEMENT COMPOUNDS; 152003* - Geothermal Data & Theory- Rock-Water-Gas Interactions","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Econ. Geol.; (United States); Journal Volume: 66:2","","Medium: X; Size: Pages: 335-41","","","","Journal ID: CODEN: ECGLA","10.2113/gsecongeo.66.2.335","","2016-05-16T00:00:00Z","5168557","https://www.osti.gov/biblio/5168557","","Econ. Geol.; (United States)","","66:2"
"Activity coefficients of potassium chloride in several mixed electrolyte solutions at 25/sup 0/","Christenson, P G; Gieskes, J M","15 GEOTHERMAL ENERGY; AQUEOUS SOLUTIONS; THERMODYNAMIC PROPERTIES; BARIUM CHLORIDES; CALCIUM CHLORIDES; MAGNESIUM CHLORIDES; MAGNESIUM SULFATES; POTASSIUM CHLORIDES; CHEMICAL REACTION KINETICS; POTASSIUM SULFATES; ALKALI METAL COMPOUNDS; ALKALINE EARTH METAL COMPOUNDS; BARIUM COMPOUNDS; CALCIUM COMPOUNDS; CALCIUM HALIDES; CHLORIDES; CHLORINE COMPOUNDS; DISPERSIONS; HALIDES; HALOGEN COMPOUNDS; KINETICS; MAGNESIUM COMPOUNDS; MIXTURES; OXYGEN COMPOUNDS; PHYSICAL PROPERTIES; POTASSIUM COMPOUNDS; REACTION KINETICS; SOLUTIONS; SULFATES; SULFUR COMPOUNDS; 152001* - Geothermal Data & Theory- Properties of Aqueous Solutions","","","","Scripps Inst. Oceanogr., La Jolla, Calif.","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Chem. Eng. Data; (United States); Journal Volume: 16:4","","Medium: X; Size: Pages: 398-400","","","","Journal ID: CODEN: JCEAA","10.1021/je60051a021","","2016-04-13T00:00:00Z","5168578","https://www.osti.gov/biblio/5168578","","J. Chem. Eng. Data; (United States)","","16:4"
"Influence of water in rocks on effects of underground nuclear explosions","Butkovich, T R","15 GEOTHERMAL ENERGY; AQUIFERS; NUCLEAR EXPLOSIONS; UNDERGROUND EXPLOSIONS; ENVIRONMENTAL EFFECTS; ABUNDANCE; ROCKS; SILICATES; WATER; EXPLOSIONS; HYDROGEN COMPOUNDS; OXYGEN COMPOUNDS; SILICON COMPOUNDS; 150906* - Geothermal Engineering- Reservoir Stimulation & Extraction Technology","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:8","","Medium: X; Size: Pages: 1993-2011","","","","Journal ID: CODEN: JGREA","10.1029/JB076i008p01993","","2016-05-05T00:00:00Z","5168894","https://www.osti.gov/biblio/5168894","","J. Geophys. Res.; (United States)","","76:8"
"Effect of salinity on the maximum thermal gradient of a hydrothermal system at hydrostatic pressure","Haas, Jr, J L","15 GEOTHERMAL ENERGY; BRINES; SALINITY; HYDROTHERMAL SYSTEMS; GEOTHERMAL GRADIENTS; CALCIUM CHLORIDES; HOT SPRINGS; INCLUSIONS; ISOTHERMAL PROCESSES; MATHEMATICAL MODELS; MINERALS; ORES; POTASSIUM CHLORIDES; SODIUM CHLORIDES; ALKALI METAL COMPOUNDS; ALKALINE EARTH METAL COMPOUNDS; CALCIUM COMPOUNDS; CALCIUM HALIDES; CHLORIDES; CHLORINE COMPOUNDS; GEOTHERMAL SYSTEMS; HALIDES; HALOGEN COMPOUNDS; POTASSIUM COMPOUNDS; SODIUM COMPOUNDS; TEMPERATURE GRADIENTS; THERMAL SPRINGS; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","U.S. Geol. Surv., Washington, D.C.","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Econ. Geol.; (United States); Journal Volume: 66:6","","Medium: X; Size: Pages: 940-6","","","","Journal ID: CODEN: ECGLA","10.2113/gsecongeo.66.6.940","","2016-05-03T00:00:00Z","5169237","https://www.osti.gov/biblio/5169237","","Econ. Geol.; (United States)","","66:6"
"Toward a unified theory of reflector mapping","Claerbout, J F","15 GEOTHERMAL ENERGY; SEISMIC SURVEYS; DIFFRACTION; MAPS; REFLECTION; COHERENT SCATTERING; GEOPHYSICAL SURVEYS; SCATTERING; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Geophysics; (United States); Journal Volume: 36:3","","Medium: X; Size: Pages: 467-81","","","","Journal ID: CODEN: GPYSA","10.1190/1.1440185","","2016-05-27T00:00:00Z","5169590","https://www.osti.gov/biblio/5169590","","Geophysics; (United States)","","36:3"
"Fluid inclusion studies on the porphyry-type ore deposits at Bingham, Utah, Butte, Montana, and Climax, Colorado","Roedder, E","15 GEOTHERMAL ENERGY; MOLYBDENUM SULFIDES; GEOTHERMOMETRY; PYRITES; QUARTZ; DENSITY; GEOLOGIC DEPOSITS; GEOLOGIC STRATA; GEOLOGY; HYDRAULICS; INCLUSIONS; MAGMATIC WATER; PRESSURE GRADIENTS; STRESSES; CHALCOGENIDES; FLUID MECHANICS; GEOLOGIC STRUCTURES; GROUND WATER; HYDROGEN COMPOUNDS; MECHANICS; MINERALS; MOLYBDENUM COMPOUNDS; ORES; OXIDES; OXYGEN COMPOUNDS; PHYSICAL PROPERTIES; SILICON COMPOUNDS; SILICON OXIDES; STRATIFICATION; SULFIDES; SULFUR COMPOUNDS; SULFUR ORES; TRANSITION ELEMENT COMPOUNDS; WATER; 150201* - Geology & Hydrology of Geothermal Systems- USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Econ. Geol.; (United States); Journal Volume: 66:1, Bateman issue","","Medium: X; Size: Pages: 98-120","","","","Journal ID: CODEN: ECGLA","10.2113/gsecongeo.66.1.98","","2016-05-27T00:00:00Z","5170460","https://www.osti.gov/biblio/5170460","","Econ. Geol.; (United States)","","66:1, Bateman issue"
"Microearthquakes in the Ahuachapan geothermal field, El Salvador, Central America","Ward, P L; Jacob, K H","15 GEOTHERMAL ENERGY; EL SALVADOR; GEOTHERMAL FIELDS; MICROEARTHQUAKES; GEOLOGIC FAULTS; CENTRAL AMERICA; EARTHQUAKES; GEOLOGIC STRUCTURES; SEISMIC EVENTS; 150202* - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Science; (United States); Journal Volume: 173:3994","","Medium: X; Size: Pages: 328-30","","","","Journal ID: CODEN: SCIEA","10.1126/science.173.3994.328","","2016-05-23T00:00:00Z","5197579","https://www.osti.gov/biblio/5197579","","Science; (United States)","","173:3994"
"Reply (to comments on a paper by Ki-iti Horai and Amos Nur, ''Relationship among terrestrial heat flow, thermal conductivity, and geothermal gradient,'' 1970)","Horai, K -I; Nur, A","15 GEOTHERMAL ENERGY; EARTH CRUST; GEOTHERMAL GRADIENTS; HEAT FLOW; THERMAL CONDUCTIVITY; GEOPHYSICS; PHYSICAL PROPERTIES; TEMPERATURE GRADIENTS; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys; 152000 - Geothermal Data & Theory","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:14","","Medium: X; Size: Pages: 3428","","","","Journal ID: CODEN: JGREA","10.1029/JB076i014p03428","","2016-05-10T00:00:00Z","5194684","https://www.osti.gov/biblio/5194684","","J. Geophys. Res.; (United States)","","76:14"
"Comments on a paper by Ki-iti Horai and Amos Nur, ''Relationship among terrestrial heat flow, thermal conductivity, and geothermal gradient''(1970)","Naidu, P S","15 GEOTHERMAL ENERGY; GEOTHERMAL GRADIENTS; HEAT FLOW; THERMAL CONDUCTIVITY; PHYSICAL PROPERTIES; TEMPERATURE GRADIENTS; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys; 152000 - Geothermal Data & Theory","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:14","","Medium: X; Size: Pages: 3426-7","","","","Journal ID: CODEN: JGREA","10.1029/JB076i014p03426","","2016-05-30T00:00:00Z","5194691","https://www.osti.gov/biblio/5194691","","J. Geophys. Res.; (United States)","","76:14"
"Hydrogen and oxygen isotope ratios in minerals from porphyry copper deposits","Sheppard, S M.F.; Nielsen, R L; Taylor, Jr, H P","15 GEOTHERMAL ENERGY; BIOTITE; ISOTOPE RATIO; CALCITE; FELDSPARS; HYDROGEN ISOTOPES; IGNEOUS ROCKS; HYDROTHERMAL ALTERATION; OXYGEN ISOTOPES; QUARTZ; CARBON ISOTOPES; COPPER; GROUND WATER; METEORIC WATER; MINERALS; ORES; THERMAL WATERS; ALKALINE EARTH METAL COMPOUNDS; CALCIUM CARBONATES; CALCIUM COMPOUNDS; CARBON COMPOUNDS; CARBONATES; CHALCOGENIDES; ELEMENTS; HYDROGEN COMPOUNDS; METALS; MICA; OXIDES; OXYGEN COMPOUNDS; ROCKS; SILICON COMPOUNDS; SILICON OXIDES; TRANSITION ELEMENTS; WATER; 152004* - Geothermal Data & Theory- Isotope & Trace Element Studies","","","","Div. Geol. Sci., California Inst. Technol., Pasadena, Calif.","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Econ. Geol.; (United States); Journal Volume: 66:4","","Medium: X; Size: Pages: 515-42","","","","Journal ID: CODEN: ECGLA","10.2113/gsecongeo.66.4.515","","2016-04-26T00:00:00Z","5194822","https://www.osti.gov/biblio/5194822","","Econ. Geol.; (United States)","","66:4"
"Bimodal distribution of pH values of thermal springs of the world","Brock, T D","15 GEOTHERMAL ENERGY; HOT SPRINGS; PH VALUE; ICELAND; NEW ZEALAND; USA; DISTRIBUTION; AUSTRALASIA; EUROPE; NORTH AMERICA; THERMAL SPRINGS; 150200* - Geology & Hydrology of Geothermal Systems","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; (United States); Journal Volume: 82","","Medium: X; Size: Pages: 1393-4","","","","Journal ID: CODEN: BUGMA","10.1130/0016-7606(1971)82[1393:BDOPVO]2.0.CO;2","","2016-05-12T00:00:00Z","5210304","https://www.osti.gov/biblio/5210304","","Geol. Soc. Am., Bull.; (United States)","","82"
"Temperature field and geophysical effects of a downgoing slab","Toksoz, M N; Minear, J W; Julian, B R","15 GEOTHERMAL ENERGY; EARTH CRUST; TEMPERATURE DISTRIBUTION; EARTH MANTLE; GEOTHERMAL GRADIENTS; HEAT FLOW; NUMERICAL SOLUTION; SEISMIC WAVES; THERMAL EQUILIBRIUM; WAVE PROPAGATION; EQUILIBRIUM; TEMPERATURE GRADIENTS; 152000* - Geothermal Data & Theory","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:5","","Medium: X; Size: Pages: 1113-38","","","","Journal ID: CODEN: JGREA","10.1029/JB076i005p01113","","2016-05-23T00:00:00Z","5211163","https://www.osti.gov/biblio/5211163","","J. Geophys. Res.; (United States)","","76:5"
"Thermal conductivity of rocks from measurements on fragments and its application to heat-flow determinations","Sass, J H; Lachenbruch, A H; Munroe, R J","15 GEOTHERMAL ENERGY; BOREHOLES; HEAT FLOW; ROCKS; THERMAL CONDUCTIVITY; CAVITIES; PHYSICAL PROPERTIES; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys; 152002 - Geothermal Data & Theory- Properties of Minerals & Rocks","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:14","","Medium: X; Size: Pages: 3391-401","","","","Journal ID: CODEN: JGREA","10.1029/JB076i014p03391","","2016-04-19T00:00:00Z","5208101","https://www.osti.gov/biblio/5208101","","J. Geophys. Res.; (United States)","","76:14"
"Thermochemical calculations from hydrothermal phase equilibrium data and the free energy of H/sub 2/O","Fisher, J R; Zen, E -A","15 GEOTHERMAL ENERGY; WATER; PHASE TRANSFORMATIONS; FREE ENERGY; PRESSURE DEPENDENCE; TEMPERATURE DEPENDENCE; THERMAL EQUILIBRIUM; THERMODYNAMIC PROPERTIES; THERMODYNAMICS; ENERGY; EQUILIBRIUM; HYDROGEN COMPOUNDS; OXYGEN COMPOUNDS; PHYSICAL PROPERTIES; 152001* - Geothermal Data & Theory- Properties of Aqueous Solutions","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Am. J. Sci.; (United States); Journal Volume: 270:4","","Medium: X; Size: Pages: 297-314","","","","Journal ID: CODEN: AJSCA","10.2475/ajs.270.4.297","","2016-05-05T00:00:00Z","5137023","https://www.osti.gov/biblio/5137023","","Am. J. Sci.; (United States)","","270:4"
"Thermal conductivity of rock-forming minerals","Horai, K -I","15 GEOTHERMAL ENERGY; MINERALS; THERMAL CONDUCTIVITY; SILICATES; MEASURING METHODS; CHEMICAL COMPOSITION; CRYSTAL STRUCTURE; DENSITY; ROCKS; OXYGEN COMPOUNDS; PHYSICAL PROPERTIES; SILICON COMPOUNDS; THERMODYNAMIC PROPERTIES; 152002* - Geothermal Data & Theory- Properties of Minerals & Rocks","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 76:5","","Medium: X; Size: Pages: 1278-308","","","","Journal ID: CODEN: JGREA","10.1029/JB076i005p01278","","2016-04-07T00:00:00Z","5137029","https://www.osti.gov/biblio/5137029","","J. Geophys. Res.; (United States)","","76:5"
"History of geothermal exploration in the Salton Trough","Koenig, J B","15 GEOTHERMAL ENERGY; SALTON SEA; GEOTHERMAL EXPLORATION; GEOTHERMAL FIELDS; CALIFORNIA; EXPLORATION; IMPERIAL VALLEY; NORTH AMERICA; USA; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; (United States); Journal Volume: 3:2","","Medium: X; Size: Pages: 143-4","","","","Journal ID: CODEN: BUGMA","","","2009-12-16T00:00:00Z","5170715","https://www.osti.gov/biblio/5170715","","Geol. Soc. Am., Bull.; (United States)","","3:2"
"Heat from the Earth's surface; early development of western geothermal resources","Wells, M W","15 GEOTHERMAL ENERGY; IDAHO; GEOTHERMAL ENERGY; EXPLOITATION; ENERGY; ENERGY SOURCES; NORTH AMERICA; RENEWABLE ENERGY SOURCES; USA; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. West; (United States); Journal Volume: 10:1","","Medium: X; Size: Pages: 53-71","","","","","","","2009-12-16T00:00:00Z","5170716","https://www.osti.gov/biblio/5170716","","J. West; (United States)","","10:1"
"Oil, gas and geothermal production statistics, 1971","","15 GEOTHERMAL ENERGY; CALIFORNIA; GEOTHERMAL ENERGY; GEOTHERMAL EXPLORATION; GEOTHERMAL RESOURCES; NATURAL GAS; PETROLEUM; RESERVES; ENERGY; ENERGY SOURCES; EXPLORATION; FLUIDS; FOSSIL FUELS; FUEL GAS; FUELS; GAS FUELS; GASES; NORTH AMERICA; RENEWABLE ENERGY SOURCES; RESOURCES; USA; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","California, Div. of Oil and Gas","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Calif. Div. Oil Gas, Summ. Oper., Calif. Oil Fields; (United States); Journal Volume: 57:2","","Medium: X; Size: Pages: 155p.","","","","","","","2009-12-16T00:00:00Z","5170717","https://www.osti.gov/biblio/5170717","","Calif. Div. Oil Gas, Summ. Oper., Calif. Oil Fields; (United States)","","57:2"
"Structural localization of Quaternary volcanoes in South Kamchatka","Steinberg, G S","15 GEOTHERMAL ENERGY; USSR; GEOLOGY; BASALT; EARTH CRUST; GEOLOGIC FAULTS; LAYERS; MAGMA; VOLCANOES; EUROPE; GEOLOGIC STRUCTURES; IGNEOUS ROCKS; ROCKS; 150202* - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Mod. Geol.; (United States); Journal Volume: 2:1","","Medium: X; Size: Pages: 31-9","","","","Journal ID: CODEN: MOGEB","","","2009-12-16T00:00:00Z","5169938","https://www.osti.gov/biblio/5169938","","Mod. Geol.; (United States)","","2:1"
"Geothermal development. [Review of U. N. symposium on development and utilization of geothermal resources, Pisa, Italy, 1970]","Koenig, J B","15 GEOTHERMAL ENERGY; GEOTHERMAL RESOURCES; REVIEWS; EXPLOITATION; ITALY; MEETINGS; DOCUMENT TYPES; EUROPE; RESOURCES; 150102* - Geothermal Energy- Resources & Availability- Non-USA- (-1989)","","","","","","","United States","1971-01-01T00:00:00Z","English","Journal Article","","Journal Name: Geotimes; (); Journal Volume: 16:3","","Medium: X; Size: Pages: 10-12","","","","Journal ID: CODEN: GEOTA","","","2009-12-16T00:00:00Z","5170570","https://www.osti.gov/biblio/5170570","","Geotimes; ()","","16:3"
